"1.172279853400E+02","1.162166785240E+00","-1.070140E+02","2.796672596035E+00"
"1.163307613040E+02","-3.302584807060E+00","-4.799570E+01","3.223169949969E+00"
"1.171466146120E+02","6.770686932750E-01","-7.190350E+01","4.736784584428E+00"
"1.156518607080E+02","-6.734948541840E+00","-1.146630E+02","3.543750422180E+00"
"1.158291068010E+02","-5.955029306510E+00","-1.807390E+01","6.381160862634E-01"
"1.169526687550E+02","-3.820586260970E-01","-1.434230E+02","4.310017826742E+00"
"1.175617105860E+02","2.623374773800E+00","-1.181340E+02","3.335771607646E+00"
"1.157751333280E+02","-6.321880412300E+00","-3.243080E+01","3.280426582972E+00"
"1.158315718590E+02","-6.067159704010E+00","-1.131820E+02","4.796880248625E+00"
"1.051675840950E+02","-4.583636427270E+01","-1.973760E+01","1.136881915783E+00"
"1.163955646010E+02","-3.305234827200E+00","-7.732220E+01","4.715220443453E+00"
"1.053361105120E+02","-4.548138610200E+01","-1.740330E+01","1.864646119685E+00"
"1.171689672410E+02","5.416828874090E-01","-4.602040E+01","4.931013483641E+00"
"1.171305948000E+02","3.143697385780E-01","-9.589320E+01","3.859726280022E+00"
"1.195847069730E+02","1.241661646890E+01","-2.414610E+01","3.418828599252E+00"
"1.196120493920E+02","1.252482169600E+01","-6.401890E+01","3.590627989770E+00"
"1.174862972890E+02","2.035896987700E+00","-1.677620E+01","2.249879072450E+00"
"1.218314176330E+02","2.259530555830E+01","-1.352040E+01","8.142816871868E-01"
"1.160074720010E+02","-5.405229456240E+00","-7.313630E+01","3.847955214569E+00"
"1.164731427910E+02","-3.088986612970E+00","-7.157070E+01","2.839937465988E+00"
"1.160851175190E+02","-5.060814296250E+00","-4.850120E+01","4.270420730508E+00"
"1.158653047230E+02","-6.176480016420E+00","-9.596300E+00","4.552910359698E+00"
"1.205749793140E+02","1.696265294050E+01","-5.623660E+01","3.022287927176E+00"
"1.170013842570E+02","-6.063044500860E-01","-8.441730E+01","5.308212251740E+00"
"1.175978763810E+02","2.405465450650E+00","-7.176490E+01","2.494764371898E+00"
